index	identifier	file	sum_stat	clip_soft	description	group
4271	ERR9593665	ERR9593665/ERR9593665_bamcov.bw	sum	100000	ERR9593665 1000 strains RNAseq, coverage	1000-RNA-Seq
4272	ERR9593666	ERR9593666/ERR9593666_bamcov.bw	sum	100000	ERR9593666 1000 strains RNAseq, coverage	1000-RNA-Seq
4273	ERR9593667	ERR9593667/ERR9593667_bamcov.bw	sum	100000	ERR9593667 1000 strains RNAseq, coverage	1000-RNA-Seq
4274	ERR9593668	ERR9593668/ERR9593668_bamcov.bw	sum	100000	ERR9593668 1000 strains RNAseq, coverage	1000-RNA-Seq
4275	ERR9593669	ERR9593669/ERR9593669_bamcov.bw	sum	100000	ERR9593669 1000 strains RNAseq, coverage	1000-RNA-Seq
4276	ERR9593670	ERR9593670/ERR9593670_bamcov.bw	sum	100000	ERR9593670 1000 strains RNAseq, coverage	1000-RNA-Seq
4277	ERR9593671	ERR9593671/ERR9593671_bamcov.bw	sum	100000	ERR9593671 1000 strains RNAseq, coverage	1000-RNA-Seq
4278	ERR9593672	ERR9593672/ERR9593672_bamcov.bw	sum	100000	ERR9593672 1000 strains RNAseq, coverage	1000-RNA-Seq
4279	ERR9593673	ERR9593673/ERR9593673_bamcov.bw	sum	100000	ERR9593673 1000 strains RNAseq, coverage	1000-RNA-Seq
4280	ERR9593674	ERR9593674/ERR9593674_bamcov.bw	sum	100000	ERR9593674 1000 strains RNAseq, coverage	1000-RNA-Seq
4281	ERR9593675	ERR9593675/ERR9593675_bamcov.bw	sum	100000	ERR9593675 1000 strains RNAseq, coverage	1000-RNA-Seq
4282	ERR9593676	ERR9593676/ERR9593676_bamcov.bw	sum	100000	ERR9593676 1000 strains RNAseq, coverage	1000-RNA-Seq
4283	ERR9593677	ERR9593677/ERR9593677_bamcov.bw	sum	100000	ERR9593677 1000 strains RNAseq, coverage	1000-RNA-Seq
4284	ERR9593678	ERR9593678/ERR9593678_bamcov.bw	sum	100000	ERR9593678 1000 strains RNAseq, coverage	1000-RNA-Seq
4285	ERR9593679	ERR9593679/ERR9593679_bamcov.bw	sum	100000	ERR9593679 1000 strains RNAseq, coverage	1000-RNA-Seq
4286	ERR9593680	ERR9593680/ERR9593680_bamcov.bw	sum	100000	ERR9593680 1000 strains RNAseq, coverage	1000-RNA-Seq
4287	ERR9593681	ERR9593681/ERR9593681_bamcov.bw	sum	100000	ERR9593681 1000 strains RNAseq, coverage	1000-RNA-Seq
4288	ERR9593682	ERR9593682/ERR9593682_bamcov.bw	sum	100000	ERR9593682 1000 strains RNAseq, coverage	1000-RNA-Seq
4289	ERR9593683	ERR9593683/ERR9593683_bamcov.bw	sum	100000	ERR9593683 1000 strains RNAseq, coverage	1000-RNA-Seq
4290	ERR9593684	ERR9593684/ERR9593684_bamcov.bw	sum	100000	ERR9593684 1000 strains RNAseq, coverage	1000-RNA-Seq
4291	ERR9593685	ERR9593685/ERR9593685_bamcov.bw	sum	100000	ERR9593685 1000 strains RNAseq, coverage	1000-RNA-Seq
4292	ERR9593686	ERR9593686/ERR9593686_bamcov.bw	sum	100000	ERR9593686 1000 strains RNAseq, coverage	1000-RNA-Seq
4293	ERR9593687	ERR9593687/ERR9593687_bamcov.bw	sum	100000	ERR9593687 1000 strains RNAseq, coverage	1000-RNA-Seq
4294	ERR9593688	ERR9593688/ERR9593688_bamcov.bw	sum	100000	ERR9593688 1000 strains RNAseq, coverage	1000-RNA-Seq
4295	ERR9593689	ERR9593689/ERR9593689_bamcov.bw	sum	100000	ERR9593689 1000 strains RNAseq, coverage	1000-RNA-Seq
4296	ERR9593690	ERR9593690/ERR9593690_bamcov.bw	sum	100000	ERR9593690 1000 strains RNAseq, coverage	1000-RNA-Seq
4297	ERR9593691	ERR9593691/ERR9593691_bamcov.bw	sum	100000	ERR9593691 1000 strains RNAseq, coverage	1000-RNA-Seq
4298	ERR9593693	ERR9593693/ERR9593693_bamcov.bw	sum	100000	ERR9593693 1000 strains RNAseq, coverage	1000-RNA-Seq
4299	ERR9593694	ERR9593694/ERR9593694_bamcov.bw	sum	100000	ERR9593694 1000 strains RNAseq, coverage	1000-RNA-Seq
4300	ERR9593695	ERR9593695/ERR9593695_bamcov.bw	sum	100000	ERR9593695 1000 strains RNAseq, coverage	1000-RNA-Seq
4301	ERR9593696	ERR9593696/ERR9593696_bamcov.bw	sum	100000	ERR9593696 1000 strains RNAseq, coverage	1000-RNA-Seq
4302	ERR9593697	ERR9593697/ERR9593697_bamcov.bw	sum	100000	ERR9593697 1000 strains RNAseq, coverage	1000-RNA-Seq
4303	ERR9593698	ERR9593698/ERR9593698_bamcov.bw	sum	100000	ERR9593698 1000 strains RNAseq, coverage	1000-RNA-Seq
4304	ERR9593699	ERR9593699/ERR9593699_bamcov.bw	sum	100000	ERR9593699 1000 strains RNAseq, coverage	1000-RNA-Seq
4305	ERR9593700	ERR9593700/ERR9593700_bamcov.bw	sum	100000	ERR9593700 1000 strains RNAseq, coverage	1000-RNA-Seq
4306	ERR9593701	ERR9593701/ERR9593701_bamcov.bw	sum	100000	ERR9593701 1000 strains RNAseq, coverage	1000-RNA-Seq
4307	ERR9593703	ERR9593703/ERR9593703_bamcov.bw	sum	100000	ERR9593703 1000 strains RNAseq, coverage	1000-RNA-Seq
4308	ERR9593705	ERR9593705/ERR9593705_bamcov.bw	sum	100000	ERR9593705 1000 strains RNAseq, coverage	1000-RNA-Seq
4309	ERR9593706	ERR9593706/ERR9593706_bamcov.bw	sum	100000	ERR9593706 1000 strains RNAseq, coverage	1000-RNA-Seq
4310	ERR9593707	ERR9593707/ERR9593707_bamcov.bw	sum	100000	ERR9593707 1000 strains RNAseq, coverage	1000-RNA-Seq
4311	ERR9593708	ERR9593708/ERR9593708_bamcov.bw	sum	100000	ERR9593708 1000 strains RNAseq, coverage	1000-RNA-Seq
4312	ERR9593710	ERR9593710/ERR9593710_bamcov.bw	sum	100000	ERR9593710 1000 strains RNAseq, coverage	1000-RNA-Seq
4313	ERR9593711	ERR9593711/ERR9593711_bamcov.bw	sum	100000	ERR9593711 1000 strains RNAseq, coverage	1000-RNA-Seq
4314	ERR9593712	ERR9593712/ERR9593712_bamcov.bw	sum	100000	ERR9593712 1000 strains RNAseq, coverage	1000-RNA-Seq
4315	ERR9593713	ERR9593713/ERR9593713_bamcov.bw	sum	100000	ERR9593713 1000 strains RNAseq, coverage	1000-RNA-Seq
4316	ERR9593714	ERR9593714/ERR9593714_bamcov.bw	sum	100000	ERR9593714 1000 strains RNAseq, coverage	1000-RNA-Seq
4317	ERR9593715	ERR9593715/ERR9593715_bamcov.bw	sum	100000	ERR9593715 1000 strains RNAseq, coverage	1000-RNA-Seq
4318	ERR9593716	ERR9593716/ERR9593716_bamcov.bw	sum	100000	ERR9593716 1000 strains RNAseq, coverage	1000-RNA-Seq
4319	ERR9593717	ERR9593717/ERR9593717_bamcov.bw	sum	100000	ERR9593717 1000 strains RNAseq, coverage	1000-RNA-Seq
4320	ERR9593718	ERR9593718/ERR9593718_bamcov.bw	sum	100000	ERR9593718 1000 strains RNAseq, coverage	1000-RNA-Seq
4321	ERR9593719	ERR9593719/ERR9593719_bamcov.bw	sum	100000	ERR9593719 1000 strains RNAseq, coverage	1000-RNA-Seq
4322	ERR9593720	ERR9593720/ERR9593720_bamcov.bw	sum	100000	ERR9593720 1000 strains RNAseq, coverage	1000-RNA-Seq
4323	ERR9593722	ERR9593722/ERR9593722_bamcov.bw	sum	100000	ERR9593722 1000 strains RNAseq, coverage	1000-RNA-Seq
4324	ERR9593723	ERR9593723/ERR9593723_bamcov.bw	sum	100000	ERR9593723 1000 strains RNAseq, coverage	1000-RNA-Seq
4325	ERR9593724	ERR9593724/ERR9593724_bamcov.bw	sum	100000	ERR9593724 1000 strains RNAseq, coverage	1000-RNA-Seq
4326	ERR9593725	ERR9593725/ERR9593725_bamcov.bw	sum	100000	ERR9593725 1000 strains RNAseq, coverage	1000-RNA-Seq
4327	ERR9593726	ERR9593726/ERR9593726_bamcov.bw	sum	100000	ERR9593726 1000 strains RNAseq, coverage	1000-RNA-Seq
4328	ERR9593727	ERR9593727/ERR9593727_bamcov.bw	sum	100000	ERR9593727 1000 strains RNAseq, coverage	1000-RNA-Seq
4329	ERR9593728	ERR9593728/ERR9593728_bamcov.bw	sum	100000	ERR9593728 1000 strains RNAseq, coverage	1000-RNA-Seq
4330	ERR9593729	ERR9593729/ERR9593729_bamcov.bw	sum	100000	ERR9593729 1000 strains RNAseq, coverage	1000-RNA-Seq
4331	ERR9593730	ERR9593730/ERR9593730_bamcov.bw	sum	100000	ERR9593730 1000 strains RNAseq, coverage	1000-RNA-Seq
4332	ERR9593731	ERR9593731/ERR9593731_bamcov.bw	sum	100000	ERR9593731 1000 strains RNAseq, coverage	1000-RNA-Seq
4333	ERR9593732	ERR9593732/ERR9593732_bamcov.bw	sum	100000	ERR9593732 1000 strains RNAseq, coverage	1000-RNA-Seq
4334	ERR9593733	ERR9593733/ERR9593733_bamcov.bw	sum	100000	ERR9593733 1000 strains RNAseq, coverage	1000-RNA-Seq
4335	ERR9593734	ERR9593734/ERR9593734_bamcov.bw	sum	100000	ERR9593734 1000 strains RNAseq, coverage	1000-RNA-Seq
4336	ERR9593735	ERR9593735/ERR9593735_bamcov.bw	sum	100000	ERR9593735 1000 strains RNAseq, coverage	1000-RNA-Seq
4337	ERR9593736	ERR9593736/ERR9593736_bamcov.bw	sum	100000	ERR9593736 1000 strains RNAseq, coverage	1000-RNA-Seq
4338	ERR9593737	ERR9593737/ERR9593737_bamcov.bw	sum	100000	ERR9593737 1000 strains RNAseq, coverage	1000-RNA-Seq
4339	ERR9593738	ERR9593738/ERR9593738_bamcov.bw	sum	100000	ERR9593738 1000 strains RNAseq, coverage	1000-RNA-Seq
4340	ERR9593739	ERR9593739/ERR9593739_bamcov.bw	sum	100000	ERR9593739 1000 strains RNAseq, coverage	1000-RNA-Seq
4341	ERR9593740	ERR9593740/ERR9593740_bamcov.bw	sum	100000	ERR9593740 1000 strains RNAseq, coverage	1000-RNA-Seq
4342	ERR9593741	ERR9593741/ERR9593741_bamcov.bw	sum	100000	ERR9593741 1000 strains RNAseq, coverage	1000-RNA-Seq
4343	ERR9593742	ERR9593742/ERR9593742_bamcov.bw	sum	100000	ERR9593742 1000 strains RNAseq, coverage	1000-RNA-Seq
4344	ERR9593744	ERR9593744/ERR9593744_bamcov.bw	sum	100000	ERR9593744 1000 strains RNAseq, coverage	1000-RNA-Seq
4345	ERR9593745	ERR9593745/ERR9593745_bamcov.bw	sum	100000	ERR9593745 1000 strains RNAseq, coverage	1000-RNA-Seq
4346	ERR9593746	ERR9593746/ERR9593746_bamcov.bw	sum	100000	ERR9593746 1000 strains RNAseq, coverage	1000-RNA-Seq
4347	ERR9593747	ERR9593747/ERR9593747_bamcov.bw	sum	100000	ERR9593747 1000 strains RNAseq, coverage	1000-RNA-Seq
4348	ERR9593748	ERR9593748/ERR9593748_bamcov.bw	sum	100000	ERR9593748 1000 strains RNAseq, coverage	1000-RNA-Seq
4349	ERR9593749	ERR9593749/ERR9593749_bamcov.bw	sum	100000	ERR9593749 1000 strains RNAseq, coverage	1000-RNA-Seq
4350	ERR9593750	ERR9593750/ERR9593750_bamcov.bw	sum	100000	ERR9593750 1000 strains RNAseq, coverage	1000-RNA-Seq
4351	ERR9593751	ERR9593751/ERR9593751_bamcov.bw	sum	100000	ERR9593751 1000 strains RNAseq, coverage	1000-RNA-Seq
4352	ERR9593752	ERR9593752/ERR9593752_bamcov.bw	sum	100000	ERR9593752 1000 strains RNAseq, coverage	1000-RNA-Seq
4353	ERR9593753	ERR9593753/ERR9593753_bamcov.bw	sum	100000	ERR9593753 1000 strains RNAseq, coverage	1000-RNA-Seq
4354	ERR9593754	ERR9593754/ERR9593754_bamcov.bw	sum	100000	ERR9593754 1000 strains RNAseq, coverage	1000-RNA-Seq
4355	ERR9593755	ERR9593755/ERR9593755_bamcov.bw	sum	100000	ERR9593755 1000 strains RNAseq, coverage	1000-RNA-Seq
4356	ERR9593756	ERR9593756/ERR9593756_bamcov.bw	sum	100000	ERR9593756 1000 strains RNAseq, coverage	1000-RNA-Seq
4357	ERR9593757	ERR9593757/ERR9593757_bamcov.bw	sum	100000	ERR9593757 1000 strains RNAseq, coverage	1000-RNA-Seq
4358	ERR9593758	ERR9593758/ERR9593758_bamcov.bw	sum	100000	ERR9593758 1000 strains RNAseq, coverage	1000-RNA-Seq
4359	ERR9593759	ERR9593759/ERR9593759_bamcov.bw	sum	100000	ERR9593759 1000 strains RNAseq, coverage	1000-RNA-Seq
4360	ERR9593760	ERR9593760/ERR9593760_bamcov.bw	sum	100000	ERR9593760 1000 strains RNAseq, coverage	1000-RNA-Seq
4361	ERR9593761	ERR9593761/ERR9593761_bamcov.bw	sum	100000	ERR9593761 1000 strains RNAseq, coverage	1000-RNA-Seq
4362	ERR9593762	ERR9593762/ERR9593762_bamcov.bw	sum	100000	ERR9593762 1000 strains RNAseq, coverage	1000-RNA-Seq
4363	ERR9593763	ERR9593763/ERR9593763_bamcov.bw	sum	100000	ERR9593763 1000 strains RNAseq, coverage	1000-RNA-Seq
4364	ERR9593764	ERR9593764/ERR9593764_bamcov.bw	sum	100000	ERR9593764 1000 strains RNAseq, coverage	1000-RNA-Seq
4365	ERR9593765	ERR9593765/ERR9593765_bamcov.bw	sum	100000	ERR9593765 1000 strains RNAseq, coverage	1000-RNA-Seq
4366	ERR9593766	ERR9593766/ERR9593766_bamcov.bw	sum	100000	ERR9593766 1000 strains RNAseq, coverage	1000-RNA-Seq
4367	ERR9593767	ERR9593767/ERR9593767_bamcov.bw	sum	100000	ERR9593767 1000 strains RNAseq, coverage	1000-RNA-Seq
4368	ERR9593768	ERR9593768/ERR9593768_bamcov.bw	sum	100000	ERR9593768 1000 strains RNAseq, coverage	1000-RNA-Seq
4369	ERR9593769	ERR9593769/ERR9593769_bamcov.bw	sum	100000	ERR9593769 1000 strains RNAseq, coverage	1000-RNA-Seq
4370	ERR9593770	ERR9593770/ERR9593770_bamcov.bw	sum	100000	ERR9593770 1000 strains RNAseq, coverage	1000-RNA-Seq
4371	ERR9593771	ERR9593771/ERR9593771_bamcov.bw	sum	100000	ERR9593771 1000 strains RNAseq, coverage	1000-RNA-Seq
4372	ERR9593772	ERR9593772/ERR9593772_bamcov.bw	sum	100000	ERR9593772 1000 strains RNAseq, coverage	1000-RNA-Seq
4373	ERR9593773	ERR9593773/ERR9593773_bamcov.bw	sum	100000	ERR9593773 1000 strains RNAseq, coverage	1000-RNA-Seq
4374	ERR9593774	ERR9593774/ERR9593774_bamcov.bw	sum	100000	ERR9593774 1000 strains RNAseq, coverage	1000-RNA-Seq
4375	ERR9593775	ERR9593775/ERR9593775_bamcov.bw	sum	100000	ERR9593775 1000 strains RNAseq, coverage	1000-RNA-Seq
4376	ERR9593776	ERR9593776/ERR9593776_bamcov.bw	sum	100000	ERR9593776 1000 strains RNAseq, coverage	1000-RNA-Seq
4377	ERR9593777	ERR9593777/ERR9593777_bamcov.bw	sum	100000	ERR9593777 1000 strains RNAseq, coverage	1000-RNA-Seq
4378	ERR9593778	ERR9593778/ERR9593778_bamcov.bw	sum	100000	ERR9593778 1000 strains RNAseq, coverage	1000-RNA-Seq
4379	ERR9593779	ERR9593779/ERR9593779_bamcov.bw	sum	100000	ERR9593779 1000 strains RNAseq, coverage	1000-RNA-Seq
4380	ERR9593780	ERR9593780/ERR9593780_bamcov.bw	sum	100000	ERR9593780 1000 strains RNAseq, coverage	1000-RNA-Seq
4381	ERR9593781	ERR9593781/ERR9593781_bamcov.bw	sum	100000	ERR9593781 1000 strains RNAseq, coverage	1000-RNA-Seq
4382	ERR9593782	ERR9593782/ERR9593782_bamcov.bw	sum	100000	ERR9593782 1000 strains RNAseq, coverage	1000-RNA-Seq
4383	ERR9593783	ERR9593783/ERR9593783_bamcov.bw	sum	100000	ERR9593783 1000 strains RNAseq, coverage	1000-RNA-Seq
4384	ERR9593784	ERR9593784/ERR9593784_bamcov.bw	sum	100000	ERR9593784 1000 strains RNAseq, coverage	1000-RNA-Seq
4385	ERR9593785	ERR9593785/ERR9593785_bamcov.bw	sum	100000	ERR9593785 1000 strains RNAseq, coverage	1000-RNA-Seq
4386	ERR9593786	ERR9593786/ERR9593786_bamcov.bw	sum	100000	ERR9593786 1000 strains RNAseq, coverage	1000-RNA-Seq
4387	ERR9593787	ERR9593787/ERR9593787_bamcov.bw	sum	100000	ERR9593787 1000 strains RNAseq, coverage	1000-RNA-Seq
4388	ERR9593788	ERR9593788/ERR9593788_bamcov.bw	sum	100000	ERR9593788 1000 strains RNAseq, coverage	1000-RNA-Seq
4389	ERR9593789	ERR9593789/ERR9593789_bamcov.bw	sum	100000	ERR9593789 1000 strains RNAseq, coverage	1000-RNA-Seq
4390	ERR9593790	ERR9593790/ERR9593790_bamcov.bw	sum	100000	ERR9593790 1000 strains RNAseq, coverage	1000-RNA-Seq
4391	ERR9593791	ERR9593791/ERR9593791_bamcov.bw	sum	100000	ERR9593791 1000 strains RNAseq, coverage	1000-RNA-Seq
4392	ERR9593792	ERR9593792/ERR9593792_bamcov.bw	sum	100000	ERR9593792 1000 strains RNAseq, coverage	1000-RNA-Seq
4393	ERR9593793	ERR9593793/ERR9593793_bamcov.bw	sum	100000	ERR9593793 1000 strains RNAseq, coverage	1000-RNA-Seq
4394	ERR9593794	ERR9593794/ERR9593794_bamcov.bw	sum	100000	ERR9593794 1000 strains RNAseq, coverage	1000-RNA-Seq
4395	ERR9593795	ERR9593795/ERR9593795_bamcov.bw	sum	100000	ERR9593795 1000 strains RNAseq, coverage	1000-RNA-Seq
4396	ERR9593796	ERR9593796/ERR9593796_bamcov.bw	sum	100000	ERR9593796 1000 strains RNAseq, coverage	1000-RNA-Seq
4397	ERR9593797	ERR9593797/ERR9593797_bamcov.bw	sum	100000	ERR9593797 1000 strains RNAseq, coverage	1000-RNA-Seq
4398	ERR9593798	ERR9593798/ERR9593798_bamcov.bw	sum	100000	ERR9593798 1000 strains RNAseq, coverage	1000-RNA-Seq
4399	ERR9593799	ERR9593799/ERR9593799_bamcov.bw	sum	100000	ERR9593799 1000 strains RNAseq, coverage	1000-RNA-Seq
4400	ERR9593801	ERR9593801/ERR9593801_bamcov.bw	sum	100000	ERR9593801 1000 strains RNAseq, coverage	1000-RNA-Seq
4401	ERR9593802	ERR9593802/ERR9593802_bamcov.bw	sum	100000	ERR9593802 1000 strains RNAseq, coverage	1000-RNA-Seq
4402	ERR9593803	ERR9593803/ERR9593803_bamcov.bw	sum	100000	ERR9593803 1000 strains RNAseq, coverage	1000-RNA-Seq
4403	ERR9593804	ERR9593804/ERR9593804_bamcov.bw	sum	100000	ERR9593804 1000 strains RNAseq, coverage	1000-RNA-Seq
4404	ERR9593805	ERR9593805/ERR9593805_bamcov.bw	sum	100000	ERR9593805 1000 strains RNAseq, coverage	1000-RNA-Seq
4405	ERR9593806	ERR9593806/ERR9593806_bamcov.bw	sum	100000	ERR9593806 1000 strains RNAseq, coverage	1000-RNA-Seq
4406	ERR9593807	ERR9593807/ERR9593807_bamcov.bw	sum	100000	ERR9593807 1000 strains RNAseq, coverage	1000-RNA-Seq
4407	ERR9593808	ERR9593808/ERR9593808_bamcov.bw	sum	100000	ERR9593808 1000 strains RNAseq, coverage	1000-RNA-Seq
4408	ERR9593809	ERR9593809/ERR9593809_bamcov.bw	sum	100000	ERR9593809 1000 strains RNAseq, coverage	1000-RNA-Seq
4409	ERR9593810	ERR9593810/ERR9593810_bamcov.bw	sum	100000	ERR9593810 1000 strains RNAseq, coverage	1000-RNA-Seq
4410	ERR9593811	ERR9593811/ERR9593811_bamcov.bw	sum	100000	ERR9593811 1000 strains RNAseq, coverage	1000-RNA-Seq
4411	ERR9593812	ERR9593812/ERR9593812_bamcov.bw	sum	100000	ERR9593812 1000 strains RNAseq, coverage	1000-RNA-Seq
4412	ERR9593813	ERR9593813/ERR9593813_bamcov.bw	sum	100000	ERR9593813 1000 strains RNAseq, coverage	1000-RNA-Seq
4413	ERR9593814	ERR9593814/ERR9593814_bamcov.bw	sum	100000	ERR9593814 1000 strains RNAseq, coverage	1000-RNA-Seq
4414	ERR9593815	ERR9593815/ERR9593815_bamcov.bw	sum	100000	ERR9593815 1000 strains RNAseq, coverage	1000-RNA-Seq
4415	ERR9593816	ERR9593816/ERR9593816_bamcov.bw	sum	100000	ERR9593816 1000 strains RNAseq, coverage	1000-RNA-Seq
4416	ERR9593817	ERR9593817/ERR9593817_bamcov.bw	sum	100000	ERR9593817 1000 strains RNAseq, coverage	1000-RNA-Seq
4417	ERR9593818	ERR9593818/ERR9593818_bamcov.bw	sum	100000	ERR9593818 1000 strains RNAseq, coverage	1000-RNA-Seq
4418	ERR9593819	ERR9593819/ERR9593819_bamcov.bw	sum	100000	ERR9593819 1000 strains RNAseq, coverage	1000-RNA-Seq
4419	ERR9593820	ERR9593820/ERR9593820_bamcov.bw	sum	100000	ERR9593820 1000 strains RNAseq, coverage	1000-RNA-Seq
4420	ERR9593821	ERR9593821/ERR9593821_bamcov.bw	sum	100000	ERR9593821 1000 strains RNAseq, coverage	1000-RNA-Seq
4421	ERR9593822	ERR9593822/ERR9593822_bamcov.bw	sum	100000	ERR9593822 1000 strains RNAseq, coverage	1000-RNA-Seq
4422	ERR9593823	ERR9593823/ERR9593823_bamcov.bw	sum	100000	ERR9593823 1000 strains RNAseq, coverage	1000-RNA-Seq
4423	ERR9593824	ERR9593824/ERR9593824_bamcov.bw	sum	100000	ERR9593824 1000 strains RNAseq, coverage	1000-RNA-Seq
4424	ERR9593825	ERR9593825/ERR9593825_bamcov.bw	sum	100000	ERR9593825 1000 strains RNAseq, coverage	1000-RNA-Seq
4425	ERR9593826	ERR9593826/ERR9593826_bamcov.bw	sum	100000	ERR9593826 1000 strains RNAseq, coverage	1000-RNA-Seq
4426	ERR9593827	ERR9593827/ERR9593827_bamcov.bw	sum	100000	ERR9593827 1000 strains RNAseq, coverage	1000-RNA-Seq
4427	ERR9593828	ERR9593828/ERR9593828_bamcov.bw	sum	100000	ERR9593828 1000 strains RNAseq, coverage	1000-RNA-Seq
4428	ERR9593829	ERR9593829/ERR9593829_bamcov.bw	sum	100000	ERR9593829 1000 strains RNAseq, coverage	1000-RNA-Seq
4429	ERR9593830	ERR9593830/ERR9593830_bamcov.bw	sum	100000	ERR9593830 1000 strains RNAseq, coverage	1000-RNA-Seq
4430	ERR9593831	ERR9593831/ERR9593831_bamcov.bw	sum	100000	ERR9593831 1000 strains RNAseq, coverage	1000-RNA-Seq
4431	ERR9593832	ERR9593832/ERR9593832_bamcov.bw	sum	100000	ERR9593832 1000 strains RNAseq, coverage	1000-RNA-Seq
4432	ERR9593833	ERR9593833/ERR9593833_bamcov.bw	sum	100000	ERR9593833 1000 strains RNAseq, coverage	1000-RNA-Seq
4433	ERR9593834	ERR9593834/ERR9593834_bamcov.bw	sum	100000	ERR9593834 1000 strains RNAseq, coverage	1000-RNA-Seq
4434	ERR9593835	ERR9593835/ERR9593835_bamcov.bw	sum	100000	ERR9593835 1000 strains RNAseq, coverage	1000-RNA-Seq
4435	ERR9593836	ERR9593836/ERR9593836_bamcov.bw	sum	100000	ERR9593836 1000 strains RNAseq, coverage	1000-RNA-Seq
4436	ERR9593837	ERR9593837/ERR9593837_bamcov.bw	sum	100000	ERR9593837 1000 strains RNAseq, coverage	1000-RNA-Seq
4437	ERR9593838	ERR9593838/ERR9593838_bamcov.bw	sum	100000	ERR9593838 1000 strains RNAseq, coverage	1000-RNA-Seq
4438	ERR9593839	ERR9593839/ERR9593839_bamcov.bw	sum	100000	ERR9593839 1000 strains RNAseq, coverage	1000-RNA-Seq
4439	ERR9593840	ERR9593840/ERR9593840_bamcov.bw	sum	100000	ERR9593840 1000 strains RNAseq, coverage	1000-RNA-Seq
4440	ERR9593841	ERR9593841/ERR9593841_bamcov.bw	sum	100000	ERR9593841 1000 strains RNAseq, coverage	1000-RNA-Seq
4441	ERR9593842	ERR9593842/ERR9593842_bamcov.bw	sum	100000	ERR9593842 1000 strains RNAseq, coverage	1000-RNA-Seq
4442	ERR9593843	ERR9593843/ERR9593843_bamcov.bw	sum	100000	ERR9593843 1000 strains RNAseq, coverage	1000-RNA-Seq
4443	ERR9593844	ERR9593844/ERR9593844_bamcov.bw	sum	100000	ERR9593844 1000 strains RNAseq, coverage	1000-RNA-Seq
4444	ERR9593845	ERR9593845/ERR9593845_bamcov.bw	sum	100000	ERR9593845 1000 strains RNAseq, coverage	1000-RNA-Seq
4445	ERR9593846	ERR9593846/ERR9593846_bamcov.bw	sum	100000	ERR9593846 1000 strains RNAseq, coverage	1000-RNA-Seq
4446	ERR9593847	ERR9593847/ERR9593847_bamcov.bw	sum	100000	ERR9593847 1000 strains RNAseq, coverage	1000-RNA-Seq
4447	ERR9593848	ERR9593848/ERR9593848_bamcov.bw	sum	100000	ERR9593848 1000 strains RNAseq, coverage	1000-RNA-Seq
4448	ERR9593849	ERR9593849/ERR9593849_bamcov.bw	sum	100000	ERR9593849 1000 strains RNAseq, coverage	1000-RNA-Seq
4449	ERR9593850	ERR9593850/ERR9593850_bamcov.bw	sum	100000	ERR9593850 1000 strains RNAseq, coverage	1000-RNA-Seq
4450	ERR9593851	ERR9593851/ERR9593851_bamcov.bw	sum	100000	ERR9593851 1000 strains RNAseq, coverage	1000-RNA-Seq
4451	ERR9593852	ERR9593852/ERR9593852_bamcov.bw	sum	100000	ERR9593852 1000 strains RNAseq, coverage	1000-RNA-Seq
4452	ERR9593853	ERR9593853/ERR9593853_bamcov.bw	sum	100000	ERR9593853 1000 strains RNAseq, coverage	1000-RNA-Seq
4453	ERR9593854	ERR9593854/ERR9593854_bamcov.bw	sum	100000	ERR9593854 1000 strains RNAseq, coverage	1000-RNA-Seq
4454	ERR9593855	ERR9593855/ERR9593855_bamcov.bw	sum	100000	ERR9593855 1000 strains RNAseq, coverage	1000-RNA-Seq
4455	ERR9593856	ERR9593856/ERR9593856_bamcov.bw	sum	100000	ERR9593856 1000 strains RNAseq, coverage	1000-RNA-Seq
4456	ERR9593857	ERR9593857/ERR9593857_bamcov.bw	sum	100000	ERR9593857 1000 strains RNAseq, coverage	1000-RNA-Seq
4457	ERR9593859	ERR9593859/ERR9593859_bamcov.bw	sum	100000	ERR9593859 1000 strains RNAseq, coverage	1000-RNA-Seq
4458	ERR9593860	ERR9593860/ERR9593860_bamcov.bw	sum	100000	ERR9593860 1000 strains RNAseq, coverage	1000-RNA-Seq
4459	ERR9593861	ERR9593861/ERR9593861_bamcov.bw	sum	100000	ERR9593861 1000 strains RNAseq, coverage	1000-RNA-Seq
4460	ERR9593862	ERR9593862/ERR9593862_bamcov.bw	sum	100000	ERR9593862 1000 strains RNAseq, coverage	1000-RNA-Seq
4461	ERR9593863	ERR9593863/ERR9593863_bamcov.bw	sum	100000	ERR9593863 1000 strains RNAseq, coverage	1000-RNA-Seq
4462	ERR9593864	ERR9593864/ERR9593864_bamcov.bw	sum	100000	ERR9593864 1000 strains RNAseq, coverage	1000-RNA-Seq
4463	ERR9593865	ERR9593865/ERR9593865_bamcov.bw	sum	100000	ERR9593865 1000 strains RNAseq, coverage	1000-RNA-Seq
4464	ERR9593866	ERR9593866/ERR9593866_bamcov.bw	sum	100000	ERR9593866 1000 strains RNAseq, coverage	1000-RNA-Seq
4465	ERR9593867	ERR9593867/ERR9593867_bamcov.bw	sum	100000	ERR9593867 1000 strains RNAseq, coverage	1000-RNA-Seq
4466	ERR9593868	ERR9593868/ERR9593868_bamcov.bw	sum	100000	ERR9593868 1000 strains RNAseq, coverage	1000-RNA-Seq
